web-scraper-order,web-scraper-start-url,link,link-href,dataset_availability,dataset_provider,dataset_provider-href,tags,description
"1573166533-139","https://developers.google.com/earth-engine/datasets/catalog","NASA-USDA Global Soil Moisture Data","https://developers.google.com/earth-engine/datasets/catalog/NASA_USDA_HSL_soil_moisture","2010-01-01T00:00:00 - Present","NASA GSFC","https://gimms.gsfc.nasa.gov/SMOS/jbolten/FAS/","geophysical
    
      soil
    
      moisture
    
      nasa
    
      usda
    
      hsl
    
      smos","The NASA-USDA Global soil moisture and the NASA-USDA SMAP Global soil
moisture datates provide soil moisture information across the globe at
0.25°x0.25° spatial resolution. These datasets include
surface
and subsurface
soil moisture (mm),
soil moisture profile (%),
and surface and subsurface soil moisture anomalies. Soil moisture anomalies
are unitless and represent standardized
anomalies computed using a 31-days moving window. Values around 0
indicate typical moisture conditions, while very positive and very
negative values indicate extreme wetting (soil moisture conditions are
above average) and drying (soil moisture conditions are below average),
respectively."
"1573166902-213","https://developers.google.com/earth-engine/datasets/catalog","Global Mangrove Forests Distribution, v1 (2000)","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_MANGROVE_FORESTS","2000-01-01T00:00:00 - 2001-01-01T00:00:00","CIESIN","http://sedac.ciesin.columbia.edu/data/set/lulc-global-mangrove-forests-distribution-2000","annual
    
      global
    
      mangrove
    
      landsat-derived
    
      usgs
    
      ciesin
    
      nasa","The database was prepared using Landsat satellite data from the year 2000.
More than 1,000 Landsat scenes obtained from the USGS Earth Resources
Observation and Science Center (EROS) were classified using hybrid
supervised and unsupervised digital image classification techniques. This
database is the first, most comprehensive mangrove assessment of the world
(Giri et al., 2011).
Partial funding of this research was provided by NASA."
"1573166845-186","https://developers.google.com/earth-engine/datasets/catalog","MODOCGA.006 Terra Ocean Reflectance Daily Global 1km","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MODOCGA","2000-02-24T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/MODIS/MODOCGA.006","ocean
    
      reflectance
    
      sr
    
      modis
    
      modocga
    
      daily
    
      global
    
      terra
    
      usgs
    
      nasa","The MODOCGA V6 ocean reflectance product consists of 1 kilometer reflectance data from Terra MODIS bands 8-16. The product is referred to as ocean reflectance, because bands 8-16 are used primarily to produce ocean products, but this is not an ocean product as the tiles produced are land tiles."
"1573167075-297","https://developers.google.com/earth-engine/datasets/catalog","US Lithology","https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_lithology","2006-01-24T00:00:00 - 2011-05-13T00:00:00","Conservation Science Partners","http://www.csp-inc.org/","landforms
    
      elevation
    
      slope
    
      aspect
    
      geophysical
    
      topography
    
      us
    
      csp
    
      ergo","The Lithology dataset provides classes of the general types of parent
material of soil on the surface. It is not derived from any DEM."
"1573166959-241","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 7 Collection 1 Tier 1 and Real-Time data TOA Reflectance","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C01_T1_RT_TOA","null","null","","global
    
      toa
    
      landsat
    
      usgs","Landsat 7 Collection 1 Tier 1 and Real-Time data
  calibrated top-of-atmosphere (TOA) reflectance.
  Calibration coefficients are extracted from the image metadata.  See
  Chander et al. (2009) for details on the TOA computation."
"1573166810-169","https://developers.google.com/earth-engine/datasets/catalog","MCD12Q1.051 Land Cover Type Yearly Global 500m","https://developers.google.com/earth-engine/datasets/catalog/MODIS_051_MCD12Q1","2000-01-01T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mcd12q1","landcover
    
      modis
    
      mcd12q1
    
      yearly","The MODIS Land Cover Type product provides data characterizing five global land cover classification systems. In addition, it provides a land cover type assessment, and quality control information."
"1573167170-343","https://developers.google.com/earth-engine/datasets/catalog","DEM-S: Australian Smoothed Digital Elevation Model","https://developers.google.com/earth-engine/datasets/catalog/AU_GA_DEM_1SEC_v10_DEM-S","2010-02-01T00:00:00 - 2010-02-01T00:00:00","Geoscience Australia","http://www.ga.gov.au/metadata-gateway/metadata/record/72759/","elevation
    
      australia
    
      dem
    
      geophysical
    
      smoothed
    
      geoscience-australia
    
      ga
    
      srtm","The Smoothed Digital Elevation Model (DEM-S) was derived from the SRTM data acquired by NASA in February 2000. DEM-S represents ground surface topography (excluding vegetation features) and has been smoothed to reduce noise and improve the representation of surface shape. An adaptive process applied more smoothing in flatter areas than hilly areas, and more smoothing in noisier areas than in less noisy areas."
"1573166397-119","https://developers.google.com/earth-engine/datasets/catalog","GOES-16 Series ABI Level 2 Fire/Hot Spot Characterization","https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_16_FDCF","2019-06-10 - Present","NOAA","https://data.noaa.gov/dataset/dataset/noaa-goes-r-series-advanced-baseline-imager-abi-level-2-fire-hot-spot-characterization-fdc","climate
    
      fire
    
      hotspot
    
      wildfire
    
      weather
    
      abi
    
      goes
    
      nesdis
    
      noaa
    
      ospo
    
      goes-16
    
      goes-east
    
      goes-r","GOES satellites are geostationary weather satellites run by NOAA."
"1573165860-10","https://developers.google.com/earth-engine/datasets/catalog","WWF HydroSHEDS Hydrologically Conditioned DEM, 3 Arc-Seconds","https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_03CONDEM","2000-02-11T00:00:00 - 2000-02-22T00:00:00","WWF","http://www.hydrosheds.org/","geophysical
    
      conditioned
    
      elevation
    
      dem
    
      topography
    
      wwf
    
      hydrosheds
    
      water
    
      hydrology
    
      hydrography
    
      srtm","HydroSHEDS is a mapping product that provides hydrographic information for regional and global-scale applications in a consistent format. It offers a suite of geo-referenced datasets (vector and raster) at various scales, including river networks, watershed boundaries, drainage directions, and flow accumulations. HydroSHEDS is based on elevation data obtained in 2000 by NASA's Shuttle Radar Topography Mission (SRTM)."
"1573166990-256","https://developers.google.com/earth-engine/datasets/catalog","JRC Yearly Water Classification History, v1.1","https://developers.google.com/earth-engine/datasets/catalog/JRC_GSW1_1_YearlyHistory","1984-03-16T00:00:00 - 2019-01-01T00:00:00","EC JRC / Google","http://global-surface-water.appspot.com/","surface
    
      water
    
      geophysical
    
      yearly
    
      annual
    
      history
    
      landsat-derived
    
      jrc
    
      google","This dataset contains maps of the location and temporal
distribution of surface water from 1984 to 2018 and provides
statistics on the extent and change of those water surfaces.
For more information see the associated journal article: High-resolution
mapping of global surface water and its long-term changes
(Nature, 2016) and the online Data Users Guide."
"1573166824-176","https://developers.google.com/earth-engine/datasets/catalog","MYD13A2.006 Aqua Vegetation Indices 16-Day Global 1km","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD13A2","2000-02-18T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/MODIS/MYD13A2.006","vegetation
    
      ndvi
    
      evi
    
      modis
    
      myd13a2
    
      16-day
    
      global
    
      aqua
    
      usgs
    
      nasa","The MYD13A2 V6 product provides two Vegetation Indices (VI): the Normalized
Difference Vegetation Index (NDVI) and the Enhanced Vegetation Index (EVI).
The NDVI is referred to as the continuity index to the existing National
Oceanic and Atmospheric Administration-Advanced Very High Resolution
Radiometer (NOAA-AVHRR) derived NDVI. The EVI has improved sensitivity over
high biomass regions."
"1573167120-319","https://developers.google.com/earth-engine/datasets/catalog","Sentinel-5P NRTI O3: Near Real-Time Ozone","https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_O3","2018-07-10T11:02:44 - Present","European Union/ESA/Copernicus","https://sentinel.esa.int/web/sentinel/user-guides/sentinel-5p-tropomi","tropomi
    
      o3
    
      ozone
    
      pollution
    
      air-quality
    
      eu
    
      esa
    
      copernicus
    
      sentinel
    
      s5p","Sentinel-5 Precursor is a satellite launched on 13 October 2017
by the European Space Agency to monitor air pollution.  The onboard sensor
is frequently referred to as Tropomi (TROPOspheric Monitoring Instrument)."
"1573166120-80","https://developers.google.com/earth-engine/datasets/catalog","Oxford MAP TCW: Malaria Atlas Project Gap-Filled Tasseled Cap Wetness","https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_TCW_5km_Monthly","2001-02-01T00:00:00 - 2015-01-01T00:00:00","Oxford Malaria Atlas Project","http://www.map.ox.ac.uk/map-earth-engine-meta-data/","tcb
    
      tasseled-cap
    
      wetness
    
      oxford
    
      map","This gap-filled Tasseled Cap Wetness (TCW) dataset was created by applying
the tasseled-cap equations defined in Lobser and Cohen (2007) to
MODIS BRDF-corrected imagery (MCD43B4). The resulting data were
gap-filled using the approach outlined in Weiss et al. (2014) to eliminate
missing data caused by factors such as cloud cover, and then the data were
aggregated temporally and spatially to produce the monthly ≈5km product."
"1573166893-209","https://developers.google.com/earth-engine/datasets/catalog","MCD43A1.006 MODIS BRDF-Albedo Model Parameters Daily 500m","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MCD43A1","2000-02-18T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/MODIS/MCD43A1.006","albedo
    
      brdf
    
      reflectance
    
      modis
    
      mcd43a1
    
      daily
    
      global
    
      usgs
    
      nasa","The MCD43A1 V6 Bidirectional Reflectance Distribution
Function and Albedo (BRDF/Albedo) Model Parameters dataset is
a 500 meter daily 16-day product. The Julian date represents
the 9th day of the 16-day retrieval period, and consequently
the observations are weighted to estimate the BRDF/Albedo for
that day. The MCD43A1 algorithm, as is with all combined products,
chooses the best representative pixel from a pool that includes
all the acquisitions from both the Terra and Aqua sensors from
the retrieval period."
"1573166607-147","https://developers.google.com/earth-engine/datasets/catalog","NEX-DCP30: Ensemble Stats for NASA Earth Exchange Downscaled Climate Projections","https://developers.google.com/earth-engine/datasets/catalog/NASA_NEX-DCP30_ENSEMBLE_STATS","1950-01-01T00:00:00 - 2099-12-31T00:00:00","NASA / CSU","https://cds.nccs.nasa.gov/nex/","precipitation
    
      temperature
    
      cmip5
    
      climate
    
      geophysical
    
      nasa
    
      csu
    
      nex","The NASA NEX-DCP30 dataset is comprised of downscaled climate scenarios
for the conterminous United States that are derived from the General
Circulation Model (GCM) runs conducted under the Coupled Model
Intercomparison Project Phase 5 (CMIP5, see Taylor et al. 2012)
and across the four greenhouse gas emissions scenarios known as
Representative Concentration Pathways (RCPs, see Meinshausen et al. 2011)
developed for the Fifth Assessment Report of the Intergovernmental Panel
on Climate Change (IPCC AR5). The purpose of these datasets is to provide
a set of high resolution, bias-corrected climate change projections that
can be used to evaluate climate change impacts on processes that are
sensitive to finer-scale climate gradients and the effects of local
topography on climate conditions."
